image_path,label,split,source_image
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X2_681.png,PP,train,PP 100X2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x3_5807.png,PP,train,PP-3000x3.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 500X_7810.png,PP,train,PPFT 500X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x1_5359.png,PP,train,PP-3000x1.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_7942.png,PP,train,PPLFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3226.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2715.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x3_5767.png,PP,train,PP-3000x3.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3166.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 500X_8224.png,PP,train,PPLFT 500X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x8_6863.png,PP,train,PP-3000x8.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000X_5015.png,PP,train,PP-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 200X_7531.png,PP,train,PPFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x2_5578.png,PP,train,PP-3000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 500X_7652.png,PP,train,PPFT 500X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X_126.png,PP,train,PP 100X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3130.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000X_5042.png,PP,train,PP-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-10000X_1303.png,PP,train,PP-10000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-2-3000X_4835.png,PP,train,PP-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2760.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X_133.png,PP,train,PP 100X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x8_7102.png,PP,train,PP-3000x8.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3516.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-2-3000X_4638.png,PP,train,PP-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2862.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x2_5524.png,PP,train,PP-3000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x3_5808.png,PP,train,PP-3000x3.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000X_4900.png,PP,train,PP-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000X_4977.png,PP,train,PP-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x8_7092.png,PP,train,PP-3000x8.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x1_5240.png,PP,train,PP-3000x1.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x3_5796.png,PP,train,PP-3000x3.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x3_5843.png,PP,train,PP-3000x3.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3240.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x1_5304.png,PP,train,PP-3000x1.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_7844.png,PP,train,PPLFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 2000X_7218.png,PP,train,PPFT 2000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2944.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3316.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3063.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2704.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 200X_7601.png,PP,train,PPFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x3_5774.png,PP,train,PP-3000x3.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3256.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_8117.png,PP,train,PPLFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_8003.png,PP,train,PPLFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x1_5226.png,PP,train,PP-3000x1.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2898.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-2-3000X_4822.png,PP,train,PP-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_7853.png,PP,train,PPLFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x3_5931.png,PP,train,PP-3000x3.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 200X_7271.png,PP,train,PPFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_7919.png,PP,train,PPLFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2725.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2995.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 500X_7760.png,PP,train,PPFT 500X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3332.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000X_5148.png,PP,train,PP-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-2-3000X_4730.png,PP,train,PP-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X2_715.png,PP,train,PP 100X2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 5000X_947.png,PP,train,PP 5000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 2000X2_880.png,PP,train,PP 2000X2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3030.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3453.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x8_7021.png,PP,train,PP-3000x8.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2638.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3353.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_7966.png,PP,train,PPLFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-2-3000X_4791.png,PP,train,PP-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X_337.png,PP,train,PP 100X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2699.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x8_6993.png,PP,train,PP-3000x8.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X_9.png,PP,train,PP 100X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X_29.png,PP,train,PP 100X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X2_480.png,PP,train,PP 100X2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X2_605.png,PP,train,PP 100X2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_8046.png,PP,train,PPLFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x3_5765.png,PP,train,PP-3000x3.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 500X_7758.png,PP,train,PPFT 500X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-2-3000X_4667.png,PP,train,PP-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 500X2_1253.png,PP,train,PP 500X2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_8067.png,PP,train,PPLFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x3_5829.png,PP,train,PP-3000x3.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 200X_7550.png,PP,train,PPFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X2_687.png,PP,train,PP 100X2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x3_5916.png,PP,train,PP-3000x3.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x1_5183.png,PP,train,PP-3000x1.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X_269.png,PP,train,PP 100X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_7937.png,PP,train,PPLFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000X_5125.png,PP,train,PP-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000X_5133.png,PP,train,PP-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3264.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 500X_8165.png,PP,train,PPLFT 500X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X_298.png,PP,train,PP 100X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-2-3000X_4769.png,PP,train,PP-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3449.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 500X_8270.png,PP,train,PPLFT 500X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-2-3000X_4736.png,PP,train,PP-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 200X_7347.png,PP,train,PPFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X2_539.png,PP,train,PP 100X2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X_227.png,PP,train,PP 100X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3154.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X_393.png,PP,train,PP 100X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x8_7005.png,PP,train,PP-3000x8.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2716.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X_351.png,PP,train,PP 100X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2658.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 200X_7410.png,PP,train,PPFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 2000X2_900.png,PP,train,PP 2000X2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-2-3000X_4755.png,PP,train,PP-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 500X_8338.png,PP,train,PPLFT 500X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x8_7033.png,PP,train,PP-3000x8.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x2_5691.png,PP,train,PP-3000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000X_5055.png,PP,train,PP-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 2000X2_929.png,PP,train,PP 2000X2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x3_5805.png,PP,train,PP-3000x3.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_8015.png,PP,train,PPLFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x8_7094.png,PP,train,PP-3000x8.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x3_5804.png,PP,train,PP-3000x3.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X_145.png,PP,train,PP 100X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x8_6873.png,PP,train,PP-3000x8.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 500X_7662.png,PP,train,PPFT 500X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 500X_7744.png,PP,train,PPFT 500X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3038.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000X_5110.png,PP,train,PP-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X2_733.png,PP,train,PP 100X2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x1_5222.png,PP,train,PP-3000x1.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-2-3000X_4828.png,PP,train,PP-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3022.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 500X_7759.png,PP,train,PPFT 500X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 500X_7732.png,PP,train,PPFT 500X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 500X_8332.png,PP,train,PPLFT 500X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X_284.png,PP,train,PP 100X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x2_5569.png,PP,train,PP-3000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000X_4981.png,PP,train,PP-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2702.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 200X_7340.png,PP,train,PPFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x2_5561.png,PP,train,PP-3000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x3_5845.png,PP,train,PP-3000x3.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 5000X_949.png,PP,train,PP 5000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X_259.png,PP,train,PP 100X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 500X2_1240.png,PP,train,PP 500X2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-5000X_7162.png,PP,train,PP-5000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_7860.png,PP,train,PPLFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3073.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X2_650.png,PP,train,PP 100X2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 200X_7483.png,PP,train,PPFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 200X_7380.png,PP,train,PPFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-2-3000X_4699.png,PP,train,PP-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 200X_7397.png,PP,train,PPFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X2_554.png,PP,train,PP 100X2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 500X_7779.png,PP,train,PPFT 500X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2842.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 2000X2_855.png,PP,train,PP 2000X2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000X_4925.png,PP,train,PP-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X2_702.png,PP,train,PP 100X2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 200X_7457.png,PP,train,PPFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2814.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x1_5201.png,PP,train,PP-3000x1.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X_358.png,PP,train,PP 100X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3081.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-2-3000X_4654.png,PP,train,PP-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000X_5137.png,PP,train,PP-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x3_5719.png,PP,train,PP-3000x3.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-2-3000X_4648.png,PP,train,PP-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-2-3000X_4701.png,PP,train,PP-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3357.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_7977.png,PP,train,PPLFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X2_427.png,PP,train,PP 100X2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X2_699.png,PP,train,PP 100X2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000X_5014.png,PP,train,PP-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X_84.png,PP,train,PP 100X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x8_7003.png,PP,train,PP-3000x8.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x1_5291.png,PP,train,PP-3000x1.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x3_5887.png,PP,train,PP-3000x3.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2626.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X2_637.png,PP,train,PP 100X2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X_99.png,PP,train,PP 100X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000X_5074.png,PP,train,PP-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_8056.png,PP,train,PPLFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X_299.png,PP,train,PP 100X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3219.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000X_5116.png,PP,train,PP-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 500X_8179.png,PP,train,PPLFT 500X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x1_5449.png,PP,train,PP-3000x1.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_3929.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-3000x5_6376.png,PP,val,PP-3000x5.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_3965.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_4086.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP 500X_1153.png,PP,val,PP 500X.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-3000x5_6302.png,PP,val,PP-3000x5.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_3745.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP 2000X_792.png,PP,val,PP 2000X.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_4278.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP 2000X_821.png,PP,val,PP 2000X.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_4113.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-3000x5_6288.png,PP,val,PP-3000x5.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-3000x5_6257.png,PP,val,PP-3000x5.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-3000x5_6310.png,PP,val,PP-3000x5.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_4020.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP 2000X_760.png,PP,val,PP 2000X.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_3819.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_3592.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_4231.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_4230.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP 2000X_789.png,PP,val,PP 2000X.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-3000x5_6149.png,PP,val,PP-3000x5.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_3947.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_3780.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_4180.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_3985.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_4552.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_3606.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_4055.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_4049.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP 500X_1131.png,PP,val,PP 500X.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_4066.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_3740.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_4112.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_4422.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_4558.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_3880.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_3995.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_3787.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_3596.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_3711.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_4057.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_4253.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_4402.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_4092.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP 500X_1097.png,PP,val,PP 500X.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_3850.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-3000x5_6283.png,PP,val,PP-3000x5.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_4101.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_4560.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP 500X_1108.png,PP,val,PP 500X.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_3759.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_4147.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_3698.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP 500X_1173.png,PP,val,PP 500X.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_3701.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-1000x3_3960.png,PP,val,PP-1000x3.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP 500X_1144.png,PP,val,PP 500X.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-3000x5_6253.png,PP,val,PP-3000x5.png
resultados/01_extract_real_crops/data/real_crops/val/PP/PP-3000x5_6270.png,PP,val,PP-3000x5.png
resultados/01_extract_real_crops/data/real_crops/test/PP/PP-1000x1_2337.png,PP,test,PP-1000x1.png
resultados/01_extract_real_crops/data/real_crops/test/PP/PP-1000x1_1957.png,PP,test,PP-1000x1.png
resultados/01_extract_real_crops/data/real_crops/test/PP/PP-1000x1_2412.png,PP,test,PP-1000x1.png
resultados/01_extract_real_crops/data/real_crops/test/PP/PP-1000x1_1755.png,PP,test,PP-1000x1.png
resultados/01_extract_real_crops/data/real_crops/test/PP/PP-1000x1_2025.png,PP,test,PP-1000x1.png
resultados/01_extract_real_crops/data/real_crops/test/PP/PP-3000x6_6465.png,PP,test,PP-3000x6.png
resultados/01_extract_real_crops/data/real_crops/test/PP/PP-1000x1_1341.png,PP,test,PP-1000x1.png
resultados/01_extract_real_crops/data/real_crops/test/PP/PP-1000x1_1386.png,PP,test,PP-1000x1.png
resultados/01_extract_real_crops/data/real_crops/test/PP/PP-3000x4_6011.png,PP,test,PP-3000x4.png
resultados/01_extract_real_crops/data/real_crops/test/PP/PP-1000x1_2124.png,PP,test,PP-1000x1.png
resultados/01_extract_real_crops/data/real_crops/test/PP/PP-3000x7_6827.png,PP,test,PP-3000x7.png
resultados/01_extract_real_crops/data/real_crops/test/PP/PP-1000x1_1434.png,PP,test,PP-1000x1.png
resultados/01_extract_real_crops/data/real_crops/test/PP/PP-3000x7_6831.png,PP,test,PP-3000x7.png
resultados/01_extract_real_crops/data/real_crops/test/PP/PP-3000x7_6676.png,PP,test,PP-3000x7.png
resultados/01_extract_real_crops/data/real_crops/test/PP/PP-1000x1_2037.png,PP,test,PP-1000x1.png
